hrg_code,hrg_description
RA50Z,"Computerised Tomography Scan, three areas without contrast"
RA60A,"Simple Echocardiogram, 19 years and over"
RA60B,"Simple Echocardiogram, 6 to 18 years"
RA60C,"Simple Echocardiogram, 5 years and under"
RA65Z,"Cardiac Magnetic Resonance Imaging Scan, no contrast"
RA66Z,"Cardiac Magnetic Resonance Imaging Scan, post contrast only"
RA67Z,"Cardiac Magnetic Resonance Imaging Scan, pre and post contrast"
RC01Z,Major Uroradiology Interventional Radiology Procedures
RC02Z,Intermediate Uroradiology Interventional Radiology Procedures
RC03Z,Minor Uroradiology Interventional Radiology Procedures
RC11A,"Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm, One Branched Stent Graft"
RC11B,"Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm, One Fenestrated Stent Graft"
RC11C,"Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm, One Stent Graft"
RC11D,"Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm, Two Stent Grafts"
RC11E,"Endovascular Stent Graft for Ruptured Abdominal Aortic Aneurysm, Three or more Stent Grafts"
RC12A,"Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, One Branched Stent Graft"
RC12B,"Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, One Fenestrated Stent Graft"
RC12C,"Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, One Stent Graft"
RC12D,"Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, Two Stent Grafts"
RC12E,"Infrarenal or Aorto-Uni-Iliac Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, Three or more Stent Grafts"
RC13A,"Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, One Branched Stent Graft"
RC13B,"Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, One Fenestrated Stent Graft"
RC13C,"Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, One Stent Graft"
RC13D,"Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, Two Stent Grafts"
RC13E,"Other Endovascular Stent Graft for Non-Ruptured Abdominal Aortic Aneurysm, Three or more Stent Grafts"
RC14Z,Major Vascular Interventional Radiology Procedures
RC15Z,Intermediate Vascular Interventional Radiology Procedures
RC16Z,Minor Vascular Interventional Radiology Procedures
RC31Z,Major Hepatobiliary Interventional Radiology Procedures
RC32Z,Intermediate Hepatobiliary Interventional Radiology Procedures
RC33Z,Minor Hepatobiliary Interventional Radiology Procedures
RC41Z,Uterine Fibroid Embolisation
RC42Z,"Major Obstetric or Gynaecology, Interventional Radiology Procedures"
RC51Z,Major Neurology Interventional Radiology Procedures
SA01D,Aplastic Anaemia with CC
SA01F,Aplastic Anaemia without CC
SA02D,Coagulation Defect with CC
SA02F,Coagulation Defect without CC
SA03D,Haemolytic Anaemia with CC
SA03F,Haemolytic Anaemia without CC
SA04D,Iron Deficiency Anaemia with CC
SA04F,Iron Deficiency Anaemia without CC
SA05D,Megaloblastic Anaemia with CC
SA05F,Megaloblastic Anaemia without CC
SA06D,Myelodysplastic Syndrome with CC
SA06F,Myelodysplastic Syndrome without CC
SA07D,Myeloproliferative Disorder with CC
SA07F,Myeloproliferative Disorder without CC
SA08D,"Other Haematological or Splenic Disorders, with CC"
SA08F,"Other Haematological or Splenic Disorders, without CC"
SA09D,Other Red Blood Cell Disorders with CC
SA09F,Other Red Blood Cell Disorders without CC
SA10E,"Sickle Cell Anaemia with Crisis, or with CC"
SA10F,Sickle Cell Anaemia without CC
SA11Z,Thalassaemia
SA12D,Thrombocytopenia with CC
SA12F,Thrombocytopenia without CC
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, with length of stay 2 days or less, 19 years and over"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, with length of stay 2 days or less, 18 years and under"
SA14Z,Plasma Exchanges 2 to 9
SA15Z,Plasma Exchanges 10 to 19
SA16Z,Plasma Exchanges 20 or more
SA17D,"Malignant Disorders of Lymphatic or Haematological Systems, with CC"
SA17F,"Malignant Disorders of Lymphatic or Haematological Systems, without CC"
SA18Z,Bone Marrow Harvest
SA19A,"Bone Marrow Transplant, Autograft, 19 years and over"
SA19B,"Bone Marrow Transplant, Autograft, 18 years and under"
SA20A,"Bone Marrow Transplant, Allogeneic Graft (Sibling) 19 years and over"
SA20B,"Bone Marrow Transplant, Allogeneic Graft (Sibling) 18 years and under"
SA21A,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor) 19 years and over"
SA21B,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor) 18 years and under"
SA22A,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood) 19 years and over"
SA22B,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood) 18 years and under"
SA23A,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical) 19 years and over"
SA23B,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical) 18 years and under"
SA24D,Acute Lymphoblastic Leukaemia with CC
SA24F,Acute Lymphoblastic Leukaemia without CC
SA25D,Acute Myeloid Leukaemia with CC
SA25F,Acute Myeloid Leukaemia without CC
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over"
SA26B,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under"
SA27A,"Peripheral Blood Stem Cell Transplant, Syngeneic, 19 years and over"
SA27B,"Peripheral Blood Stem Cell Transplant, Syngeneic, 18 years and under"
SA28A,"Peripheral Blood Stem Cell Transplant, Allogeneic, 19 years and over"
SA28B,"Peripheral Blood Stem Cell Transplant, Allogeneic, 18 years and under"
SA30Z,Plasma Cell Disorders
SA31Z,"Malignant Lymphoma, including Hodgkin's and non-Hodgkin's"
SA32Z,Chronic Lymphocytic Leukaemia and Related Disorders
SA33Z,Diagnostic Bone Marrow Extraction
SA34Z,Peripheral Blood Stem Cell Harvest
SB01Z,Procure Chemotherapy Drugs for Regimens in Band 1
SB02Z,Procure Chemotherapy Drugs for Regimens in Band 2
SB03Z,Procure Chemotherapy Drugs for Regimens in Band 3
SB04Z,Procure Chemotherapy Drugs for Regimens in Band 4
SB05Z,Procure Chemotherapy Drugs for Regimens in Band 5
SB06Z,Procure Chemotherapy Drugs for Regimens in Band 6
SB07Z,Procure Chemotherapy Drugs for Regimens in Band 7
SB08Z,Procure Chemotherapy Drugs for Regimens in Band 8
SB09Z,Procure Chemotherapy Drugs for Regimens in Band 9
SB10Z,Procure Chemotherapy Drugs for Regimens in Band 10
SB11Z,Deliver Exclusively Oral Chemotherapy
SB12Z,Deliver Simple Parenteral Chemotherapy at First Attendance
SB13Z,Deliver more Complex Parenteral Chemotherapy at First Attendance
SB14Z,"Deliver Complex Chemotherapy, including Prolonged Infusional Treatment, at First Attendance"
SB15Z,Deliver Subsequent Elements of a Chemotherapy Cycle
SB16Z,Procure Chemotherapy Drugs for Regimens not on the National List
SB17Z,Deliver Chemotherapy for Regimens not on the National List
SB97Z,Same Day Chemotherapy Admission or Attendance
SC21Z,Deliver a Fraction of Treatment on a Superficial or Orthovoltage Machine
SC22Z,Deliver a Fraction of Treatment on a Megavoltage Machine
SC23Z,Deliver a Fraction of Complex Treatment on a Megavoltage Machine
SC24Z,Deliver a Fraction of Radiotherapy on a Megavoltage Machine using General Anaesthetic
SC25Z,Deliver a Fraction of Total Body Irradiation
SC26Z,Deliver a Fraction of Intracavitary Radiotherapy without General Anaesthetic
SC27Z,Deliver a Fraction of Intracavitary Radiotherapy with General Anaesthetic
SC28Z,Deliver a Fraction of Interstitial Radiotherapy
SC29Z,Other Radiotherapy Treatment
SC30Z,Deliver a Fraction of Intraluminal Brachytherapy
SC31Z,Deliver a Fraction of Adaptive Radiotherapy on a Megavoltage Machine
SC40Z,Preparation for Intensity Modulated Radiation Therapy
SC41Z,"Preparation for Intensity Modulated Radiation Therapy, with Technical Support"
SC42Z,Preparation for Total Body Irradiation
SC43Z,"Preparation for Total Body Irradiation, with Technical Support"
SC44Z,Preparation for Hemi Body Irradiation
SC45Z,Preparation for Simple Radiotherapy with Imaging and Dosimetry
SC46Z,"Preparation for Simple Radiotherapy with Imaging and Dosimetry, with Technical Support"
SC47Z,Preparation for Simple Radiotherapy with Imaging and Simple Calculation
SC48Z,"Preparation for Simple Radiotherapy with Imaging and Simple Calculation, with Technical Support"
SC49Z,Preparation for Superficial Radiotherapy with Simple Calculation
SC50Z,"Preparation for Superficial Radiotherapy with Simple Calculation, with Technical Support"
SC51Z,Preparation for Complex Conformal Radiotherapy
SC52Z,"Preparation for Complex Conformal Radiotherapy, with Technical Support"
SC53Z,Preparation for Intraluminal Brachytherapy
SC54Z,Preparation for Intracavitary Brachytherapy
SC55Z,Preparation for Interstitial Brachytherapy
SC56Z,Other External Beam Radiotherapy Preparation
SC57Z,Other Brachytherapy Preparation
SC97Z,Same Day External Beam Radiotherapy Admission or Attendance
SD01A,"Inpatient Specialist Palliative Care, 19 years and over"
SD01B,"Inpatient Specialist Palliative Care, 18 years and under"
SD02A,"Inpatient Specialist Palliative Care, Same Day, 19 years and over"
SD02B,"Inpatient Specialist Palliative Care, Same Day, 18 years and under"
SD03A,"Hospital Specialist Palliative Care Support, 19 years and over"
SD03B,"Hospital Specialist Palliative Care Support, 18 years and under"
SD04A,"Medical Specialist Palliative Care Attendance, 19 years and over"
SD04B,"Medical Specialist Palliative Care Attendance, 18 years and under"
SD05A,"Non-Medical Specialist Palliative Care Attendance, 19 years and over"
SD05B,"Non-Medical Specialist Palliative Care Attendance, 18 years and under"
UZ01Z,Data Invalid for Grouping
VA10A,"Multiple Trauma Diagnoses score <=23, with no Interventions"
VA10B,"Multiple Trauma Diagnoses score 24-32, with no Interventions"
VA10C,"Multiple Trauma Diagnoses score 33-50, with no Interventions"
VA10D,"Multiple Trauma Diagnoses score >=51, with no Interventions"
VA11A,"Multiple Trauma Diagnoses score <=23, with Interventions score 1-8"
VA11B,"Multiple Trauma Diagnoses score 24-32, with Interventions score 1-8"
VA11C,"Multiple Trauma Diagnoses score 33-50, with Interventions score 1-8"
VA11D,"Multiple Trauma Diagnoses score >=51, with Interventions score 1-8"
VA12A,"Multiple Trauma Diagnoses score <=23, with Interventions score 9-18"
VA12B,"Multiple Trauma Diagnoses score 24-32, with Interventions score 9-18"
VA12C,"Multiple Trauma Diagnoses score 33-50, with Interventions score 9-18"
VA12D,"Multiple Trauma Diagnoses score >=51, with Interventions score 9-18"
VA13A,"Multiple Trauma Diagnoses score <=23, with Interventions score 19-29"
VA13B,"Multiple Trauma Diagnoses score 24-32, with Interventions score 19-29"
VA13C,"Multiple Trauma Diagnoses score 33-50, with Interventions score 19-29"
VA13D,"Multiple Trauma Diagnoses score >=51, with Interventions score 19-29"
VA14A,"Multiple Trauma Diagnoses score <=23, with Interventions score 30-44"
VA14B,"Multiple Trauma Diagnoses score 24-32, with Interventions score 30-44"
VA14C,"Multiple Trauma Diagnoses score 33-50, with Interventions score 30-44"
VA14D,"Multiple Trauma Diagnoses score >=51, with Interventions score 30-44"
VA15A,"Multiple Trauma Diagnoses score <=23, with Interventions score >=45"
VA15B,"Multiple Trauma Diagnoses score 24-32, with Interventions score >=45"
VA15C,"Multiple Trauma Diagnoses score 33-50, with Interventions score >=45"
VA15D,"Multiple Trauma Diagnoses score >=51, with Interventions score >=45"
VB01Z,"Emergency Medicine, Any Investigation with Category 5 Treatment"
VB02Z,"Emergency Medicine, Category 3 Investigation with Category 4 Treatment"
VB03Z,"Emergency Medicine, Category 3 Investigation with Category 1-3 Treatment"
VB04Z,"Emergency Medicine, Category 2 Investigation with Category 4 Treatment"
VB05Z,"Emergency Medicine, Category 2 Investigation with Category 3 Treatment"
VB06Z,"Emergency Medicine, Category 1 Investigation with Category 3-4 Treatment"
VB07Z,"Emergency Medicine, Category 2 Investigation with Category 2 Treatment"
VB08Z,"Emergency Medicine, Category 2 Investigation with Category 1 Treatment"
VB09Z,"Emergency Medicine, Category 1 Investigation with Category 1-2 Treatment"
VB10Z,"Emergency Medicine, Dental Care"
VB11Z,"Emergency Medicine, No Investigation with No Significant Treatment"
VC01Z,"Assessment for Rehabilitation, Unidisciplinary"
VC02Z,"Assessment for Rehabilitation, Multidisciplinary, Non-Specialist"
VC03Z,"Assessment for Rehabilitation, Multidisciplinary, Specialist"
VC04Z,Rehabilitation for Stroke
VC06Z,Rehabilitation for Brain Injuries
VC08Z,Rehabilitation for Spinal Cord Injuries
VC10Z,Rehabilitation for Pain Syndromes
VC12Z,Rehabilitation for Other Neurological Disorders
VC14Z,Rehabilitation for Amputation of Limb
VC16Z,Rehabilitation for Hip Fracture
VC18Z,Rehabilitation for Joint Replacement
VC20Z,Rehabilitation for Inflammatory Arthritis
VC22Z,Rehabilitation for Non-Inflammatory Arthritis
VC24Z,Rehabilitation for Other Musculoskeletal Disorders
VC26Z,Rehabilitation for Drug and Alcohol Addiction
VC28Z,Rehabilitation for Other Psychiatric Disorders
VC30Z,Rehabilitation for Burns
VC32Z,Rehabilitation following Head and Neck Reconstructive Surgery
VC34Z,Rehabilitation following Other Reconstructive Surgery
VC36Z,Rehabilitation for Other Trauma
VC38Z,Rehabilitation for Acute Myocardial Infarction and Other Cardiac Disorders
VC40Z,Rehabilitation for Respiratory Disorders
VC42Z,Rehabilitation for Other Disorders
WA01W,"Manifestations of HIV or AIDS, with CC"
WA01Y,"Manifestations of HIV or AIDS, without CC"
WA02W,"Disorders of Immunity without HIV or AIDS, with CC"
WA02Y,"Disorders of Immunity without HIV or AIDS, without CC"
WA03V,Septicaemia with Major CC
WA03X,Septicaemia with Intermediate CC
WA03Y,Septicaemia without CC
WA04S,"Acute Febrile Illness with length of stay 4 days or less, with Major CC"
WA04T,"Acute Febrile Illness with length of stay 4 days or less, with Intermediate CC"
WA04U,"Acute Febrile Illness with length of stay 4 days or less, without CC"
WA05Q,"Pyrexia of Unknown Origin with length of stay 5 days or more, with CC"
WA05R,"Pyrexia of Unknown Origin with length of stay 5 days or more, without CC"
WA06W,Other Viral Illness with CC
WA06Y,Other Viral Illness without CC
WA07Z,Complex Infectious Diseases
WA08Z,Malaria
WA09W,Other Non-Viral Infection with CC
WA09Y,Other Non-Viral Infection without CC
WA10Z,Other Infections (Genito-Urinary Medicine)
WA11V,"Poisoning, Toxic, Environmental and Unspecified Effects, with Major CC"
WA11X,"Poisoning, Toxic, Environmental and Unspecified Effects, with Intermediate CC"
WA11Y,"Poisoning, Toxic, Environmental and Unspecified Effects, without CC"
WA12V,Complications of Procedures with Major CC
WA12X,Complications of Procedures with Intermediate CC
WA12Y,Complications of Procedures without CC
WA14A,Procedure Not Carried Out for Medical or Patient Reasons
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons
WA15K,"Respite Care with length of stay 9 days or more, with Major CC"
WA15L,"Respite Care with length of stay 9 days or more, with Intermediate CC"
WA15M,"Respite Care with length of stay 9 days or more, without CC"
WA15N,"Respite Care with length of stay between 5 and 8 days, with Major CC"
WA15O,"Respite Care with length of stay between 5 and 8 days, with Intermediate CC"
WA15P,"Respite Care with length of stay between 5 and 8 days, without CC"
WA15V,Respite Care with length of stay 4 days or less
WA16W,"Shock and Anaphylaxis, with CC"
WA16Y,"Shock and Anaphylaxis, without CC"
WA17V,Other Admissions Related to Neoplasms with Major CC
WA17X,Other Admissions Related to Neoplasms with Intermediate CC
WA17Y,Other Admissions Related to Neoplasms without CC
WA18V,Admission for Unexplained Symptoms with Major CC
WA18X,Admission for Unexplained Symptoms with Intermediate CC
WA18Y,Admission for Unexplained Symptoms without CC
WA19W,"Abnormal Findings without Diagnosis, with CC"
WA19Y,"Abnormal Findings without Diagnosis, without CC"
WA20W,"Examination, Follow-up or Special Screening, with CC"
WA20Y,"Examination, Follow-up or Special Screening, without CC"
WA21W,"Other Procedures or Health Care Problems, with CC"
WA21Y,"Other Procedures or Health Care Problems, without CC"
WA22V,"Other Specified Admissions or Counselling, with Major CC"
WA22X,"Other Specified Admissions or Counselling, with Intermediate CC"
WA22Y,"Other Specified Admissions or Counselling, without CC"
WA23V,"Falls without Specific Cause, with Major CC"
WA23X,"Falls without Specific Cause, with Intermediate CC"
WA23Y,"Falls without Specific Cause, without CC"
WA24Z,Procedures on the Lymphatic System
WD11Z,"All patients 70 years and older with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WD22Z,"All patients between 19 and 69 years with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider"
WD33Z,"All patients 18 years and younger with a Mental Health Primary Diagnosis, treated by a Non-Specialist Mental Health Service Provider, NEC"
WF01A,"Non-Admitted Face to Face Attendance, Follow-up"
WF01B,"Non-Admitted Face to Face Attendance, First"
WF01C,"Non-Admitted Non-Face to Face Attendance, Follow-up"
WF01D,"Non-Admitted Non-Face to Face Attendance, First"
WF02A,"Multiprofessional Non-Admitted Face to Face Attendance, Follow-up"
WF02B,"Multiprofessional Non-Admitted Face to Face Attendance, First"
WF02C,"Multiprofessional Non-Admitted Non Face to Face Attendance, Follow-up"
WF02D,"Multiprofessional Non-Admitted Non Face to Face Attendance, First"
XA01Z,"Neonatal Critical Care, Intensive Care"
XA02Z,"Neonatal Critical Care, High Dependency"
XA03Z,"Neonatal Critical Care, Special Care, without External Carer"
XA04Z,"Neonatal Critical Care, Special Care, with External Carer"
XA05Z,"Neonatal Critical Care, Normal Care"
XA06Z,"Neonatal Critical Care, Transportation"
XB01Z,"Paediatric Critical Care, Intensive Care, ECMO/ECLS"
XB02Z,"Paediatric Critical Care, Intensive Care, Advanced Enhanced"
XB03Z,"Paediatric Critical Care, Intensive Care, Advanced"
XB04Z,"Paediatric Critical Care, Intensive Care, Basic Enhanced"
XB05Z,"Paediatric Critical Care, Intensive Care, Basic"
XB06Z,"Paediatric Critical Care, High Dependency, Advanced"
XB07Z,"Paediatric Critical Care, High Dependency"
XB08Z,"Paediatric Critical Care, Transportation"
XC01Z,"Adult Critical Care, 6 or more Organs Supported"
XC02Z,"Adult Critical Care, 5 Organs Supported"
XC03Z,"Adult Critical Care, 4 Organs Supported"
XC04Z,"Adult Critical Care, 3 Organs Supported"
XC05Z,"Adult Critical Care, 2 Organs Supported"
XC06Z,"Adult Critical Care, 1 Organ Supported"
XC07Z,"Adult Critical Care, 0 Organs Supported"
XD01Z,"Primary Pulmonary Hypertension Drugs, Band 1"
XD02Z,"Primary Pulmonary Hypertension Drugs, Band 2"
XD03Z,"Primary Pulmonary Hypertension Drugs, Band 3"
XD04Z,"Primary Pulmonary Hypertension Drugs, Band 4"
XD05Z,"Blood Products, Band 1"
XD06Z,"Blood Products, Band 2"
XD07Z,"Fibrinolytic Drugs, Band 1"
XD08Z,"Medical Gases, Band 1"
XD09Z,"Torsion Dystonias and Other Involuntary Movements Drugs, Band 1"
XD10Z,"Amyotrophic Lateral Sclerosis Drugs, Band 1"
XD11Z,"Anti Fungal Drugs, Band 1"
XD12Z,"Anti Fungal Drugs, Band 2"
XD13Z,"Hepatitis B Treatment Drugs, Band 1"
XD14Z,"Respiratory Syncytial Virus Treatment and Hepatitis C Treatment Drugs, Band 1"
XD15Z,"Respiratory Syncytial Virus Prevention Drugs, Band 1"
XD16Z,"Growth Hormone Receptor Antagonist Drugs, Band 1"
XD17Z,"Growth Hormone Analogue Drugs, Band 1"
XD18Z,"Bone Metabolism Drugs, Band 1"
XD19Z,"Monoclonal Antibodies, Band 1"
XD20Z,"Monoclonal Antibodies, Band 2"
XD21Z,"Immunomodulating Drugs, Band 1"
XD22Z,"Somatostatin Analogues, Band 1"
XD23Z,"Hypoplastic Haemolytic and Renal Anaemia Drugs, Band 1"
XD24Z,"Hypoplastic Haemolytic and Renal Anaemia Drugs, Band 2"
XD25Z,"Neutropenia Drugs, Band 1"
XD26Z,"Intravenous Nutrition, Band 1"
XD27Z,"Metabolic Disorder Drugs, Band 1"
XD28Z,"Metabolic Disorder Drugs, Band 2"
XD29Z,"Metabolic Disorder Drugs, Band 3"
XD30Z,"Metabolic Disorder Drugs, Band 4"
XD31Z,"Cytokine Inhibitor Drugs, Band 1"
XD32Z,"Hyperuricaemia Drugs, Band 1"
XD33Z,"Immune Response Drugs, Band 1"
XD34Z,"Immunoglobulins, Band 1"
XD37Z,"Pulmonary Surfactant Drugs, Band 1"
XD38Z,"Antiretroviral Drugs, Band 1"
XD39Z,"Mucolytic Drugs, Band 1"
XD40Z,"Hypnotic Drugs, Band 1"
XD41Z,"Analgesic Drugs, Band 1"
XD42Z,"Cytomegalovirus Drugs, Band 1"
XD43Z,"Platelet Disorder Drugs, Band 1"
XD44Z,"Protein Tyrosine Kinase Inhibitors, Band 1"
XD45Z,"Bone Morphogenetic Proteins, Band 1"
XD46Z,"Subfoveal Choroidal Neovascularisation Drugs, Band 1"
XD47Z,"Neurodegenerative Condition Drugs, Band 1"
XD48Z,"Vasopressin Antagonist Drugs, Band 1"
XD49Z,"Allergic Emergency Drugs, Band 1"
XD50Z,"Myelodysplastic Syndrome Drugs, Band 1"
XD51Z,"Allergen Immunotherapy Drugs, Band 1"
XD52Z,"Poison Management Drugs, Band 1"
