hrg_code,hrg_description
RD02A,"Magnetic Resonance Imaging Scan of One Area, with Post-Contrast Only, 19 years and over"
RD02B,"Magnetic Resonance Imaging Scan of One Area, with Post-Contrast Only, between 6 and 18 years"
RD02C,"Magnetic Resonance Imaging Scan of One Area, with Post-Contrast Only, 5 years and under"
RD03Z,"Magnetic Resonance Imaging Scan of One Area, with Pre- and Post-Contrast"
RD04Z,"Magnetic Resonance Imaging Scan of Two or Three Areas, without Contrast"
RD05Z,"Magnetic Resonance Imaging Scan of Two or Three Areas, with Contrast"
RD06Z,Magnetic Resonance Imaging Scan of more than Three Areas
RD07Z,Magnetic Resonance Imaging Scan Requiring Extensive Patient Repositioning
RD08Z,Cardiac Magnetic Resonance Imaging Scan without Contrast
RD09Z,Cardiac Magnetic Resonance Imaging Scan with Post-Contrast Only
RD10Z,Cardiac Magnetic Resonance Imaging Scan with Pre- and Post-Contrast
RD20A,"Computerised Tomography Scan of One Area, without Contrast, 19 years and over"
RD20B,"Computerised Tomography Scan of One Area, without Contrast, between 6 and 18 years"
RD20C,"Computerised Tomography Scan of One Area, without Contrast, 5 years and under"
RD21A,"Computerised Tomography Scan of One Area, with Post-Contrast Only, 19 years and over"
RD21B,"Computerised Tomography Scan of One Area, with Post-Contrast Only, between 6 and 18 years"
RD21C,"Computerised Tomography Scan of One Area, with Post-Contrast Only, 5 years and under"
RD22Z,"Computerised Tomography Scan of One Area, with Pre- and Post-Contrast"
RD23Z,"Computerised Tomography Scan of Two Areas, without Contrast"
RD24Z,"Computerised Tomography Scan of Two Areas, with Contrast"
RD25Z,"Computerised Tomography Scan of Three Areas, without Contrast"
RD26Z,"Computerised Tomography Scan of Three Areas, with Contrast"
RD27Z,Computerised Tomography Scan of more than Three Areas
RD30Z,Contrast Fluoroscopy Procedures with duration of less than 20 minutes
RD31Z,Contrast Fluoroscopy Procedures with duration of 20 to 40 minutes
RD32Z,Contrast Fluoroscopy Procedures with duration of more than 40 minutes
RD33Z,"Contrast Fluoroscopy, Mobile or Intraoperative Procedures, with duration of less than 20 minutes"
RD34Z,"Contrast Fluoroscopy, Mobile or Intraoperative Procedures, with duration of 20 to 40 minutes"
RD35Z,"Contrast Fluoroscopy, Mobile or Intraoperative Procedures, with duration of more than 40 minutes"
RD40Z,"Ultrasound Scan with duration of less than 20 minutes, without Contrast"
RD41Z,"Ultrasound Scan with duration of less than 20 minutes, with Contrast"
RD42Z,"Ultrasound Scan with duration of 20 minutes and over, without Contrast"
RD43Z,"Ultrasound Scan with duration of 20 minutes and over, with Contrast"
RD44Z,"Ultrasound Scan, Mobile or Intraoperative Procedures, with duration of less than 20 minutes"
RD45Z,"Ultrasound Scan, Mobile or Intraoperative Procedures, with duration of 20 to 40 minutes"
RD46Z,"Ultrasound Scan, Mobile or Intraoperative Procedures, with duration of more than 40 minutes"
RD47Z,Vascular Ultrasound Scan
RD48Z,Ultrasound Elastography
RD50Z,Dexa Scan
RD51A,"Simple Echocardiogram, 19 years and over"
RD51B,"Simple Echocardiogram, between 6 and 18 years"
RD51C,"Simple Echocardiogram, 5 years and under"
RD60Z,Cardiac Computerised Tomography Scan
RD61Z,Colon Computerised Tomography Scan
RD97Z,Same Day Diagnostic Imaging Admission or Attendance
RD98Z,Admission or Attendance for Diagnostic Imaging under General Anaesthetic
RN01A,"Positron Emission Tomography with Computed Tomography (PET-CT) of One Area, 19 years and over"
RN01B,"Positron Emission Tomography with Computed Tomography (PET-CT) of One Area, between 6 and 18 years"
RN01C,"Positron Emission Tomography with Computed Tomography (PET-CT) of One Area, 5 years and under"
RN02A,"Positron Emission Tomography with Computed Tomography (PET-CT) of Two or Three Areas, 19 years and over"
RN02B,"Positron Emission Tomography with Computed Tomography (PET-CT) of Two or Three Areas, 18 years and under"
RN03A,"Positron Emission Tomography with Computed Tomography (PET-CT) of more than Three Areas, 19 years and over"
RN03B,"Positron Emission Tomography with Computed Tomography (PET-CT) of more than Three Areas, 18 years and under"
RN04A,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of One Area, 19 years and over"
RN04B,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of One Area, between 6 and 18 years"
RN04C,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of One Area, 5 years and under"
RN05A,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of Two or Three Areas, 19 years and over"
RN05B,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of Two or Three Areas, 18 years and under"
RN06A,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of more than Three Areas, 19 years and over"
RN06B,"Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of more than Three Areas, 18 years and under"
RN07A,"Positron Emission Tomography (PET), 19 years and over"
RN07B,"Positron Emission Tomography (PET), between 6 and 18 years"
RN07C,"Positron Emission Tomography (PET), 5 years and under"
RN08A,"Single Photon Emission Computed Tomography (SPECT), 19 years and over"
RN08B,"Single Photon Emission Computed Tomography (SPECT), between 6 and 18 years"
RN08C,"Single Photon Emission Computed Tomography (SPECT), 5 years and under"
RN09Z,Myocardial Positron Emission Tomography
RN10Z,Octreotide Scan
RN11Z,Dopamine Transporter Scan
RN12A,"Metaiodobenzylguanidine (MIBG) Scan, 19 years and over"
RN12B,"Metaiodobenzylguanidine (MIBG) Scan, 18 years and under"
RN13Z,Nuclear Medicine Infection Scan or White Cell Scan
RN14Z,Tauroselcholic Acid (SeHCAT) Scan
RN15A,"Nuclear Bone Scan of Two or Three Phases, 19 years and over"
RN15B,"Nuclear Bone Scan of Two or Three Phases, 18 years and under"
RN16A,"Nuclear Bone Scan of Other Phases, 19 years and over"
RN16B,"Nuclear Bone Scan of Other Phases, between 6 and 18 years"
RN16C,"Nuclear Bone Scan of Other Phases, 5 years and under"
RN17A,"Hepatobiliary Nuclear Scan, 19 years and over"
RN17B,"Hepatobiliary Nuclear Scan, 18 years and under"
RN18A,"Lung Ventilation or Perfusion Scan, 19 years and over"
RN18B,"Lung Ventilation or Perfusion Scan, 18 years and under"
RN19Z,Sentinel Lymph Node Scan
RN20Z,Myocardial Perfusion Scan
RN21Z,"Myocardial Perfusion Scan, Stress Only"
RN22Z,Multi-Gated Acquisition (MUGA) Scan
RN23A,"Nuclear Cystography, 19 years and over"
RN23B,"Nuclear Cystography, between 6 and 18 years"
RN23C,"Nuclear Cystography, 5 years and under"
RN24Z,Parathyroid Scan
RN25A,"Renogram, 19 years and over"
RN25B,"Renogram, between 6 and 18 years"
RN25C,"Renogram, 5 years and under"
RN26Z,Red Cell Mass Studies
RN27A,"Glomerular Filtration Rate Testing, 19 years and over"
RN27B,"Glomerular Filtration Rate Testing, between 6 and 18 years"
RN27C,"Glomerular Filtration Rate Testing, 5 years and under"
RN28Z,Breath Test
RN29A,"Meckel's Scan, 19 years and over"
RN29B,"Meckel's Scan, between 6 and 18 years"
RN29C,"Meckel's Scan, 5 years and under"
RN30A,"Dimercaptosuccinic Acid (DMSA) Scan, 19 years and over"
RN30B,"Dimercaptosuccinic Acid (DMSA) Scan, between 6 and 18 years"
RN30C,"Dimercaptosuccinic Acid (DMSA) Scan, 5 years and under"
RN31Z,Dacryoscintigraphy
RN32A,"Thyroid Gland Scan, 19 years and over"
RN32B,"Thyroid Gland Scan, 18 years and under"
RN33Z,Other Specified Diagnostic Imaging of Digestive Tract
RN34A,"Other Specified Diagnostic Imaging of Other Sites, 19 years and over"
RN34B,"Other Specified Diagnostic Imaging of Other Sites, between 6 and 18 years"
RN34C,"Other Specified Diagnostic Imaging of Other Sites, 5 years and under"
RN50Z,Radiation Synovectomy
RN51Z,Oral Delivery of Radiotherapy for Thyroid Ablation
RN52Z,Delivery of Other Radionuclide Therapy
RN97Z,Same Day Nuclear Medicine Admission or Attendance
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+"
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7"
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4"
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1"
SA02G,Coagulation Defect with CC Score 5+
SA02H,Coagulation Defect with CC Score 2-4
SA02J,Coagulation Defect with CC Score 0-1
SA03G,Haemolytic Anaemia with CC Score 3+
SA03H,Haemolytic Anaemia with CC Score 0-2
SA04G,Iron Deficiency Anaemia with CC Score 14+
SA04H,Iron Deficiency Anaemia with CC Score 10-13
SA04J,Iron Deficiency Anaemia with CC Score 6-9
SA04K,Iron Deficiency Anaemia with CC Score 2-5
SA04L,Iron Deficiency Anaemia with CC Score 0-1
SA05G,Megaloblastic Anaemia with CC Score 8+
SA05H,Megaloblastic Anaemia with CC Score 4-7
SA05J,Megaloblastic Anaemia with CC Score 0-3
SA06G,Myelodysplastic Syndrome with CC Score 8+
SA06H,Myelodysplastic Syndrome with CC Score 5-7
SA06J,Myelodysplastic Syndrome with CC Score 2-4
SA06K,Myelodysplastic Syndrome with CC Score 0-1
SA07G,Myeloproliferative Disorder with CC Score 7+
SA07H,Myeloproliferative Disorder with CC Score 4-6
SA07J,Myeloproliferative Disorder with CC Score 0-3
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5"
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2"
SA09G,Other Red Blood Cell Disorders with CC Score 14+
SA09H,Other Red Blood Cell Disorders with CC Score 10-13
SA09J,Other Red Blood Cell Disorders with CC Score 6-9
SA09K,Other Red Blood Cell Disorders with CC Score 2-5
SA09L,Other Red Blood Cell Disorders with CC Score 0-1
SA11Z,Thalassaemia
SA12G,Thrombocytopenia with CC Score 8+
SA12H,Thrombocytopenia with CC Score 5-7
SA12J,Thrombocytopenia with CC Score 2-4
SA12K,Thrombocytopenia with CC Score 0-1
SA14Z,"Plasma Exchanges, 2 to 9"
SA15Z,"Plasma Exchanges, 10 to 19"
SA16Z,"Plasma Exchanges, 20 or more"
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2"
SA18Z,Bone Marrow Harvest
SA19A,"Bone Marrow Transplant, Autograft, 19 years and over"
SA19B,"Bone Marrow Transplant, Autograft, 18 years and under"
SA20A,"Bone Marrow Transplant, Allogeneic Graft (Sibling), 19 years and over"
SA20B,"Bone Marrow Transplant, Allogeneic Graft (Sibling), 18 years and under"
SA21A,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor), 19 years and over"
SA21B,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor), 18 years and under"
SA22A,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood), 19 years and over"
SA22B,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood), 18 years and under"
SA23A,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical), 19 years and over"
SA23B,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical), 18 years and under"
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1
SA25G,Acute Myeloid Leukaemia with CC Score 12+
SA25H,Acute Myeloid Leukaemia with CC Score 9-11
SA25J,Acute Myeloid Leukaemia with CC Score 6-8
SA25K,Acute Myeloid Leukaemia with CC Score 4-5
SA25L,Acute Myeloid Leukaemia with CC Score 2-3
SA25M,Acute Myeloid Leukaemia with CC Score 0-1
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over"
SA26B,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under"
SA27A,"Peripheral Blood Stem Cell Transplant, Syngeneic, 19 years and over"
SA27B,"Peripheral Blood Stem Cell Transplant, Syngeneic, 18 years and under"
SA30A,Plasma Cell Disorders with CC Score 11+
SA30B,Plasma Cell Disorders with CC Score 8-10
SA30C,Plasma Cell Disorders with CC Score 5-7
SA30D,Plasma Cell Disorders with CC Score 2-4
SA30E,Plasma Cell Disorders with CC Score 0-1
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9"
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1"
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+"
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2"
SA33Z,Diagnostic Bone Marrow Extraction
SA34Z,Peripheral Blood Stem Cell Harvest
SA35A,Agranulocytosis with CC Score 13+
SA35B,Agranulocytosis with CC Score 9-12
SA35C,Agranulocytosis with CC Score 5-8
SA35D,Agranulocytosis with CC Score 2-4
SA35E,Agranulocytosis with CC Score 0-1
SA36A,"Sickle-Cell Anaemia with Crisis, with CC Score 6+"
SA36B,"Sickle-Cell Anaemia with Crisis, with CC Score 2-5"
SA36C,"Sickle-Cell Anaemia with Crisis, with CC Score 0-1"
SA37Z,Sickle-Cell Anaemia without Crisis
SA38A,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling), 19 years and over"
SA38B,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling), 18 years and under"
SA39A,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor), 19 years and over"
SA39B,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor), 18 years and under"
SA40Z,"Peripheral Blood Stem Cell Transplant, Allogeneic (Donor Type Not Specified)"
SA41Z,Automated Red Cell Exchange
SA42Z,Manual Red Cell Exchange
SA43Z,Leucopheresis
SA44A,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 19 years and over"
SA44B,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 18 years and under"
SA45A,"Injection of Rh Immune Globulin or Other Blood Transfusion, 19 years and over"
SA45B,"Injection of Rh Immune Globulin or Other Blood Transfusion, 18 years and under"
SB01Z,Procure Chemotherapy Drugs for Regimens in Band 1
SB02Z,Procure Chemotherapy Drugs for Regimens in Band 2
SB03Z,Procure Chemotherapy Drugs for Regimens in Band 3
SB04Z,Procure Chemotherapy Drugs for Regimens in Band 4
SB05Z,Procure Chemotherapy Drugs for Regimens in Band 5
SB06Z,Procure Chemotherapy Drugs for Regimens in Band 6
SB07Z,Procure Chemotherapy Drugs for Regimens in Band 7
SB08Z,Procure Chemotherapy Drugs for Regimens in Band 8
SB09Z,Procure Chemotherapy Drugs for Regimens in Band 9
SB10Z,Procure Chemotherapy Drugs for Regimens in Band 10
SB11Z,Deliver Exclusively Oral Chemotherapy
SB12Z,Deliver Simple Parenteral Chemotherapy at First Attendance
SB13Z,Deliver more Complex Parenteral Chemotherapy at First Attendance
SB14Z,"Deliver Complex Chemotherapy, including Prolonged Infusional Treatment, at First Attendance"
SB15Z,Deliver Subsequent Elements of a Chemotherapy Cycle
SB16Z,Procure Chemotherapy Drugs for Regimens not on the National List
SB17Z,Deliver Chemotherapy for Regimens not on the National List
SB97Z,Same Day Chemotherapy Admission or Attendance
SC21Z,Deliver a Fraction of Treatment on a Superficial or Orthovoltage Machine
SC22Z,Deliver a Fraction of Treatment on a Megavoltage Machine
SC23Z,Deliver a Fraction of Complex Treatment on a Megavoltage Machine
SC24Z,Deliver a Fraction of Radiotherapy on a Megavoltage Machine using General Anaesthetic
SC25Z,Deliver a Fraction of Total Body Irradiation
SC26Z,Deliver a Fraction of Intracavitary Radiotherapy without General Anaesthetic
SC27Z,Deliver a Fraction of Intracavitary Radiotherapy with General Anaesthetic
SC28Z,Deliver a Fraction of Interstitial Radiotherapy
SC29Z,Other Radiotherapy Treatment
SC30Z,Deliver a Fraction of Intraluminal Brachytherapy
SC31Z,Deliver a Fraction of Adaptive Radiotherapy on a Megavoltage Machine
SC40Z,Preparation for Intensity Modulated Radiation Therapy
SC41Z,"Preparation for Intensity Modulated Radiation Therapy, with Technical Support"
SC42Z,Preparation for Total Body Irradiation
SC43Z,"Preparation for Total Body Irradiation, with Technical Support"
SC44Z,Preparation for Hemi-Body Irradiation
SC45Z,Preparation for Simple Radiotherapy with Imaging and Dosimetry
SC46Z,"Preparation for Simple Radiotherapy with Imaging and Dosimetry, with Technical Support"
SC47Z,Preparation for Simple Radiotherapy with Imaging and Simple Calculation
SC48Z,"Preparation for Simple Radiotherapy with Imaging and Simple Calculation, with Technical Support"
SC49Z,Preparation for Superficial Radiotherapy with Simple Calculation
SC50Z,"Preparation for Superficial Radiotherapy with Simple Calculation, with Technical Support"
SC51Z,Preparation for Complex Conformal Radiotherapy
SC52Z,"Preparation for Complex Conformal Radiotherapy, with Technical Support"
SC53Z,Preparation for Intraluminal Brachytherapy
SC54Z,Preparation for Intracavitary Brachytherapy
SC55Z,Preparation for Interstitial Brachytherapy
SC56Z,Other External Beam Radiotherapy Preparation
SC57Z,Other Brachytherapy Preparation
SC97Z,Same Day Radiotherapy Admission or Attendance (excluding Brachytherapy)
SD01A,"Inpatient Specialist Palliative Care, 19 years and over"
SD01B,"Inpatient Specialist Palliative Care, 18 years and under"
SD02A,"Inpatient Specialist Palliative Care, Same Day, 19 years and over"
SD02B,"Inpatient Specialist Palliative Care, Same Day, 18 years and under"
SD03A,"Hospital Specialist Palliative Care Support, 19 years and over"
SD03B,"Hospital Specialist Palliative Care Support, 18 years and under"
SD04A,"Medical Specialist Palliative Care Attendance, 19 years and over"
SD04B,"Medical Specialist Palliative Care Attendance, 18 years and under"
SD05A,"Non-Medical Specialist Palliative Care Attendance, 19 years and over"
SD05B,"Non-Medical Specialist Palliative Care Attendance, 18 years and under"
UZ01Z,Data Invalid for Grouping
VA10A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 0"
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 0"
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 0"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 0"
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8"
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8"
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8"
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8"
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18"
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18"
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18"
VA12D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18"
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29"
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29"
VA13C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29"
VA13D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29"
VA14A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44"
VA14B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44"
VA14C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 30-44"
VA14D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44"
VA15A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45"
VA15B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45"
VA15C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45"
VA15D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45"
VB01Z,"Emergency Medicine, Any Investigation with Category 5 Treatment"
VB02Z,"Emergency Medicine, Category 3 Investigation with Category 4 Treatment"
VB03Z,"Emergency Medicine, Category 3 Investigation with Category 1-3 Treatment"
VB04Z,"Emergency Medicine, Category 2 Investigation with Category 4 Treatment"
VB05Z,"Emergency Medicine, Category 2 Investigation with Category 3 Treatment"
VB06Z,"Emergency Medicine, Category 1 Investigation with Category 3-4 Treatment"
VB07Z,"Emergency Medicine, Category 2 Investigation with Category 2 Treatment"
VB08Z,"Emergency Medicine, Category 2 Investigation with Category 1 Treatment"
VB09Z,"Emergency Medicine, Category 1 Investigation with Category 1-2 Treatment"
VB10Z,"Emergency Medicine, Dental Care"
VB11Z,"Emergency Medicine, No Investigation with No Significant Treatment"
VB99Z,"Emergency Medicine, Patient Dead On Arrival"
VC01Z,"Assessment for Rehabilitation, Unidisciplinary"
VC02Z,"Assessment for Rehabilitation, Multidisciplinary, Non-Specialist"
VC03Z,"Assessment for Rehabilitation, Multidisciplinary, Specialist"
VC04Z,Rehabilitation for Stroke
VC06Z,Rehabilitation for Brain Injuries
VC08Z,Rehabilitation for Spinal Cord Injuries
VC10Z,Rehabilitation for Pain Syndromes
VC12Z,Rehabilitation for Other Neurological Disorders
VC14Z,Rehabilitation for Amputation of Limb
VC16Z,Rehabilitation for Hip Fracture
VC18Z,Rehabilitation for Joint Replacement
VC20Z,Rehabilitation for Inflammatory Arthritis
VC22Z,Rehabilitation for Non-Inflammatory Arthritis
VC24Z,Rehabilitation for Other Musculoskeletal Disorders
VC26Z,Rehabilitation for Drug or Alcohol Addiction
VC28Z,Rehabilitation for Other Psychiatric Disorders
VC30Z,Rehabilitation for Burns
VC32Z,Rehabilitation following Head and Neck Reconstructive Surgery
VC34Z,Rehabilitation following Other Reconstructive Surgery
VC36Z,Rehabilitation for Other Trauma
VC38Z,Rehabilitation for Acute Myocardial Infarction or Other Cardiac Disorders
VC40Z,Rehabilitation for Respiratory Disorders
VC42Z,Rehabilitation for Other Disorders
WD01Z,"Delirium, treated by a Non-Specialist Mental Health Service Provider"
WD02Z,"Alzheimers Disease or Dementia, treated by a Non-Specialist Mental Health Service Provider"
WD03Z,"Personality Disorders, treated by a Non-Specialist Mental Health Service Provider"
WD04Z,"Behavioural Syndromes, treated by a Non-Specialist Mental Health Service Provider"
WD05Z,"Neurotic, Stress-Related or Somatoform Disorders, treated by a Non-Specialist Mental Health Service Provider"
WD06Z,"Mood Affective Disorders, treated by a Non-Specialist Mental Health Service Provider"
WD07Z,"Schizophrenia, Schizotypal or Delusional Disorders, treated by a Non-Specialist Mental Health Service Provider"
WD08Z,"Mental and Behavioural Disorders Due to Drug or Alcohol Use, treated by a Non-Specialist Mental Health Service Provider"
WD09Z,"Other Mental Health Disorders, treated by a Non-Specialist Mental Health Service Provider"
WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up"
WF01B,"Non-Admitted Face-to-Face Attendance, First"
WF01C,"Non-Admitted Non-Face-to-Face Attendance, Follow-up"
WF01D,"Non-Admitted Non-Face-to-Face Attendance, First"
WF02A,"Multiprofessional Non-Admitted Face-to-Face Attendance, Follow-up"
WF02B,"Multiprofessional Non-Admitted Face-to-Face Attendance, First"
WF02C,"Multiprofessional Non-Admitted Non-Face-to-Face Attendance, Follow-up"
WF02D,"Multiprofessional Non-Admitted Non-Face-to-Face Attendance, First"
WH01A,"Transplant Failure and Rejection, with Multiple Interventions"
WH01B,"Transplant Failure and Rejection, with Single Intervention"
WH01C,"Transplant Failure and Rejection, without Interventions, with CC Score 2+"
WH01D,"Transplant Failure and Rejection, without Interventions, with CC Score 0-1"
WH02Z,Toxic Effect of Contact with Venomous Animal
WH03A,Toxic Effect of Other Substance with CC Score 2+
WH03B,Toxic Effect of Other Substance with CC Score 0-1
WH04A,Poisoning Diagnosis with Multiple Interventions
WH04B,"Poisoning Diagnosis with Single Intervention, with CC Score 2+"
WH04C,"Poisoning Diagnosis with Single Intervention, with CC Score 0-1"
WH04D,"Poisoning Diagnosis without Interventions, with CC Score 2+"
WH04E,"Poisoning Diagnosis without Interventions, with CC Score 0-1"
WH05Z,Allergy or Adverse Allergic Reaction
WH06Z,Environmental Effects
WH07A,"Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 2+"
WH07B,"Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 0-1"
WH07C,"Infections or Other Complications of Procedures, with Single Intervention, with CC Score 2+"
WH07D,"Infections or Other Complications of Procedures, with Single Intervention, with CC Score 0-1"
WH07E,"Infections or Other Complications of Procedures, without Interventions, with CC Score 4+"
WH07F,"Infections or Other Complications of Procedures, without Interventions, with CC Score 2-3"
WH07G,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1"
WH08A,Unspecified Pain with CC Score 1+
WH08B,Unspecified Pain with CC Score 0
WH09A,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Multiple Interventions"
WH09B,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 3+"
WH09C,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 0-2"
WH09D,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 6+"
WH09E,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 4-5"
WH09F,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3"
WH09G,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1"
WH10A,Unspecified Oedema with CC Score 2+
WH10B,Unspecified Oedema with CC Score 0-1
WH11A,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 2+"
WH11B,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1"
WH12A,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 2+"
WH12B,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1"
WH13A,"Abnormal Findings without Diagnosis, with Interventions"
WH13B,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+"
WH13C,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0"
WH14A,"Other or Unspecified Neoplasm, with Interventions, with CC Score 2+"
WH14B,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1"
WH14C,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+"
WH14D,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1"
WH15Z,"Special Screening, Examinations or Other Genetic Disorders"
WH16A,"Observation or Counselling, with CC Score 1+"
WH16B,"Observation or Counselling, with CC Score 0"
WH17A,Admission Related to Social Factors with Interventions
WH17B,"Admission Related to Social Factors without Interventions, with CC Score 1+"
WH17C,"Admission Related to Social Factors without Interventions, with CC Score 0"
WH18A,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions"
WH18B,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions"
WH19Z,Potential Health Hazard Related to Communicable Diseases
WH20A,Respite Care with length of stay 9 days or more
WH20B,Respite Care with length of stay between 5 and 8 days
WH20C,Respite Care with length of stay 4 days or less
WH21A,Acute Alcohol Intoxication with CC Score 3+
WH21B,Acute Alcohol Intoxication with CC Score 0-2
WH22Z,Acute Drug Intoxication
WH23Z,Acute Combined Drug Intoxication
WH50A,"Procedure Not Carried Out, for Medical or Patient Reasons"
WH50B,"Procedure Not Carried Out, for Other or Unspecified Reasons"
WH51Z,"Admission Related to Donation, of Organ or Tissue"
